"","PRECIPITATION_dec_07","PRECIPITATION_nov_07","PRECIPITATION_oct_07","PRECIPITATION_sep_07","PRECIPITATION_aug_07","PRECIPITATION_jul_07","PRECIPITATION_jun_07","PRECIPITATION_may_07","PRECIPITATION_apr_07","PRECIPITATION_mar_07","PRECIPITATION_feb_07","PRECIPITATION_jan_07","PRECIPITATION_dec_08","PRECIPITATION_nov_08","PRECIPITATION_oct_08","PRECIPITATION_sep_08","PRECIPITATION_aug_08","PRECIPITATION_jul_08","PRECIPITATION_jun_08","PRECIPITATION_may_08","PRECIPITATION_apr_08","PRECIPITATION_mar_08","PRECIPITATION_feb_08","PRECIPITATION_jan_08","PRECIPITATION_dec_09","PRECIPITATION_nov_09","PRECIPITATION_oct_09","PRECIPITATION_sep_09","PRECIPITATION_aug_09","PRECIPITATION_jul_09","PRECIPITATION_jun_09","PRECIPITATION_may_09","PRECIPITATION_apr_09","PRECIPITATION_mar_09","PRECIPITATION_feb_09","PRECIPITATION_jan_09","PRECIPITATION_dec_10","PRECIPITATION_nov_10","PRECIPITATION_oct_10","PRECIPITATION_sep_10","PRECIPITATION_aug_10","PRECIPITATION_jul_10","PRECIPITATION_jun_10","PRECIPITATION_may_10","PRECIPITATION_apr_10","PRECIPITATION_mar_10","PRECIPITATION_feb_10","PRECIPITATION_jan_10","PRECIPITATION_dec_11","PRECIPITATION_nov_11","PRECIPITATION_oct_11","PRECIPITATION_sep_11","PRECIPITATION_aug_11","PRECIPITATION_jul_11","PRECIPITATION_jun_11","PRECIPITATION_may_11","PRECIPITATION_apr_11","PRECIPITATION_mar_11","PRECIPITATION_feb_11","PRECIPITATION_jan_11","PRECIPITATION_dec_12","PRECIPITATION_nov_12","PRECIPITATION_oct_12","PRECIPITATION_sep_12","PRECIPITATION_aug_12","PRECIPITATION_jul_12","PRECIPITATION_jun_12","PRECIPITATION_may_12","PRECIPITATION_apr_12","PRECIPITATION_mar_12","PRECIPITATION_feb_12","PRECIPITATION_jan_12","PRECIPITATION_dec_13","PRECIPITATION_nov_13","PRECIPITATION_oct_13","PRECIPITATION_sep_13","PRECIPITATION_aug_13","PRECIPITATION_jul_13","PRECIPITATION_jun_13","PRECIPITATION_may_13","PRECIPITATION_apr_13","PRECIPITATION_mar_13","PRECIPITATION_feb_13","PRECIPITATION_jan_13","PRECIPITATION_dec_14","PRECIPITATION_nov_14","PRECIPITATION_oct_14","PRECIPITATION_sep_14","PRECIPITATION_aug_14","PRECIPITATION_jul_14","PRECIPITATION_jun_14","PRECIPITATION_may_14","PRECIPITATION_apr_14","PRECIPITATION_mar_14","PRECIPITATION_feb_14","PRECIPITATION_jan_14","PRECIPITATION_dec_15","PRECIPITATION_nov_15","PRECIPITATION_oct_15","PRECIPITATION_sep_15","PRECIPITATION_aug_15","PRECIPITATION_jul_15","PRECIPITATION_jun_15","PRECIPITATION_may_15","PRECIPITATION_apr_15","PRECIPITATION_mar_15","PRECIPITATION_feb_15","PRECIPITATION_jan_15","PRECIPITATION_dec_16","PRECIPITATION_nov_16","PRECIPITATION_oct_16","PRECIPITATION_sep_16","PRECIPITATION_aug_16","PRECIPITATION_jul_16","PRECIPITATION_jun_16","PRECIPITATION_may_16","PRECIPITATION_apr_16","PRECIPITATION_mar_16","PRECIPITATION_feb_16","PRECIPITATION_jan_16","PRECIPITATION_dec_17","PRECIPITATION_nov_17","PRECIPITATION_oct_17","PRECIPITATION_sep_17","PRECIPITATION_aug_17","PRECIPITATION_jul_17","PRECIPITATION_jun_17","PRECIPITATION_may_17","PRECIPITATION_apr_17","PRECIPITATION_mar_17","PRECIPITATION_feb_17","PRECIPITATION_jan_17","PRECIPITATION_dec_18","PRECIPITATION_nov_18","PRECIPITATION_oct_18","PRECIPITATION_sep_18","PRECIPITATION_aug_18","PRECIPITATION_jul_18","PRECIPITATION_jun_18","PRECIPITATION_may_18","PRECIPITATION_apr_18","PRECIPITATION_mar_18","PRECIPITATION_feb_18","PRECIPITATION_jan_18","COD_DPTO","NOM_DPTO","COD_MPIO","NOM_MPIO","TIPO","LATITUD","LONGITUD"
"1",184.041061401367,275.3212890625,320.929840087891,234.679382324219,230.007415771484,386.515533447266,157.963027954102,345.532501220703,291.927124023438,195.45246887207,49.3074035644531,65.4113998413086,223.920043945312,295.516662597656,302.420684814453,226.306137084961,332.141723632812,390.182495117188,248.03678894043,1033.19201660156,246.781661987305,140.433242797852,131.370422363281,86.0910491943359,128.476959228516,194.040817260742,331.874114990234,211.922561645508,255.542785644531,148.674896240234,224.56672668457,250.477355957031,177.008193969727,241.387420654297,130.186416625977,133.955581665039,293.944458007812,428.384368896484,280.631072998047,314.211975097656,212.36376953125,246.552337646484,274.525177001953,401.518890380859,337.406646728516,146.273071289062,72.64306640625,18.4387092590332,301.515167236328,321.280700683594,406.02197265625,293.925140380859,198.846771240234,222.024917602539,369.181121826172,286.312774658203,610.444641113281,200.145492553711,169.731292724609,108.024269104004,182.052536010742,221.520599365234,292.931701660156,156.635131835938,197.431381225586,157.200622558594,155.533584594727,231.788162231445,333.664245605469,182.468307495117,84.4484786987305,143.996337890625,182.512573242188,274.007232666016,264.086547851562,216.358505249023,294.576141357422,78.5418167114258,179.532989501953,355.801361083984,183.155517578125,158.601638793945,178.486541748047,46.715991973877,171.785781860352,274.825012207031,269.6015625,226.819976806641,175.208908081055,92.5449447631836,168.794586181641,265.826416015625,232.784515380859,172.762939453125,123.720726013184,98.9133605957031,49.6360893249512,184.867233276367,213.469482421875,179.241958618164,176.984466552734,151.203384399414,87.7343063354492,174.196670532227,192.881774902344,189.173370361328,90.6879196166992,101.824607849121,149.539245605469,127.503547668457,252.005187988281,266.614624023438,235.356658935547,177.197143554688,118.415252685547,233.860794067383,249.590606689453,126.497833251953,46.29345703125,67.4505920410156,152.662017822266,245.842239379883,318.701873779297,248.888854980469,323.284515380859,109.116790771484,185.905487060547,192.741973876953,218.512985229492,113.966262817383,111.025299072266,93.1426086425781,67.5279998779297,276.91455078125,302.151306152344,294.888610839844,200.803131103516,180.841247558594,219.436752319336,418.379302978516,267.799438476562,140.323318481445,86.1315536499023,131.176727294922,5,"ANTIOQUIA",5001,"MEDELLIN","Municipio",6.257590259,-75.61103107
"2",188.846893310547,273.956420898438,306.0166015625,198.806503295898,245.224105834961,337.009155273438,145.024871826172,368.622955322266,298.137145996094,211.111679077148,55.334659576416,73.4110794067383,218.215850830078,306.215118408203,261.570465087891,208.002090454102,341.362670898438,348.775512695312,235.540954589844,1057.16088867188,259.400512695312,155.034606933594,169.836380004883,101.270973205566,131.252334594727,191.398849487305,301.653381347656,179.300537109375,266.110260009766,133.484985351562,204.479522705078,258.057464599609,172.433395385742,261.492248535156,160.209487915039,155.233413696289,302.670593261719,431.727600097656,258.237060546875,263.579162597656,208.87580871582,232.832626342773,259.629547119141,433.417785644531,347.157531738281,158.108215332031,93.7191543579102,15.0855951309204,296.250915527344,332.710083007812,354.421234130859,265.9404296875,210.685180664062,213.469192504883,321.253997802734,309.888122558594,600.598999023438,215.316650390625,219.037185668945,123.529846191406,198.431045532227,219.707290649414,262.268218994141,120.980026245117,196.814590454102,145.540435791016,137.339874267578,235.506896972656,335.972320556641,195.23600769043,106.062065124512,160.942565917969,183.132247924805,273.54296875,232.12434387207,185.712799072266,297.145751953125,72.7661285400391,159.468673706055,390.018524169922,185.658294677734,164.034378051758,223.798812866211,50.5254287719727,181.022583007812,278.322692871094,242.998992919922,195.243698120117,177.267028808594,87.2817535400391,154.261093139648,285.611541748047,226.305053710938,183.667083740234,155.600219726562,113.441619873047,50.9670753479004,192.597106933594,188.845352172852,150.582595825195,171.981658935547,137.014389038086,76.4740295410156,180.865524291992,194.811752319336,205.488052368164,107.705383300781,120.499702453613,146.067657470703,127.829368591309,229.694595336914,244.623901367188,237.421905517578,158.984313964844,104.822425842285,251.460342407227,255.542633056641,147.243591308594,55.9718132019043,84.6878967285156,156.098236083984,251.401458740234,287.642547607422,195.190795898438,320.111968994141,95.788688659668,171.597091674805,206.874160766602,220.785079956055,124.197074890137,141.979614257812,103.853126525879,60.3567390441895,276.055358886719,274.999481201172,263.658752441406,202.056365966797,171.043685913086,191.030685424805,456.43212890625,266.998016357422,145.937301635742,107.644607543945,151.6259765625,5,"ANTIOQUIA",5002,"ABEJORRAL","Municipio",5.803728154,-75.43847353
"3",156.805938720703,258.298187255859,263.346008300781,242.937805175781,221.50651550293,422.573364257812,152.230926513672,334.840881347656,246.919952392578,152.713317871094,37.4776916503906,53.8426780700684,194.913360595703,262.827728271484,258.001159667969,208.088668823242,346.725494384766,356.794311523438,225.539505004883,1084.47131347656,189.028533935547,124.973114013672,97.6455688476562,63.7443618774414,115.328086853027,181.762878417969,302.557403564453,210.037994384766,285.052185058594,128.470413208008,222.401702880859,204.91845703125,145.704513549805,186.42041015625,88.362190246582,96.9880599975586,228.804443359375,367.4716796875,247.185485839844,261.489990234375,236.319610595703,203.205657958984,267.797424316406,367.957305908203,260.709167480469,122.536758422852,51.8765754699707,20.6503620147705,258.177398681641,277.224426269531,389.382965087891,267.548034667969,216.509582519531,199.76611328125,376.217620849609,215.612030029297,514.1982421875,169.165557861328,119.236366271973,73.5889511108398,136.130920410156,212.833709716797,258.622406005859,152.721694946289,223.425888061523,144.373046875,161.450973510742,224.507598876953,264.172241210938,139.529083251953,63.3521270751953,111.156318664551,155.742462158203,245.04377746582,250.115936279297,208.49919128418,319.389373779297,68.451530456543,187.823974609375,310.796478271484,144.893798828125,137.937973022461,131.751953125,35.5497169494629,141.203475952148,250.328903198242,240.59619140625,225.639801025391,194.104919433594,78.9584732055664,165.236846923828,237.94108581543,195.719589233398,139.036224365234,93.533561706543,71.934196472168,40.2052803039551,160.145645141602,199.831024169922,174.773223876953,202.366317749023,138.970291137695,81.9242095947266,165.61100769043,147.087203979492,148.01091003418,70.9405136108398,69.466667175293,135.011978149414,119.878227233887,229.409469604492,240.320388793945,255.991790771484,166.79997253418,122.545333862305,220.309143066406,194.420257568359,94.2098922729492,34.7664947509766,44.166618347168,135.0673828125,229.413101196289,298.017059326172,253.821868896484,376.353118896484,106.19718170166,192.193634033203,182.609832763672,173.34831237793,97.0471649169922,76.4820098876953,70.7827682495117,63.5714111328125,257.440795898438,267.168548583984,273.485809326172,216.341445922852,160.006393432617,225.602828979492,374.212677001953,214.366912841797,111.904190063477,69.3632125854492,98.8480072021484,5,"ANTIOQUIA",5004,"ABRIAQUI","Municipio",6.627569378,-76.08597756
"4",171.435531616211,285.962005615234,361.769561767578,243.856185913086,324.082489013672,339.436737060547,161.073791503906,345.874694824219,286.881469726562,199.928375244141,66.6288909912109,66.6388549804688,218.923187255859,320.049987792969,367.640899658203,235.005325317383,425.720916748047,399.940521240234,236.358551025391,922.231750488281,252.50244140625,141.978942871094,140.104873657227,91.6340637207031,114.18155670166,208.563354492188,349.601867675781,223.84733581543,317.373626708984,169.89094543457,218.631713867188,310.712249755859,199.013580322266,250.059143066406,165.971740722656,147.733184814453,306.048431396484,468.119049072266,310.857177734375,399.557647705078,277.564056396484,281.504455566406,261.412200927734,407.433197021484,343.347747802734,140.205505371094,82.3610534667969,23.8477993011475,316.194946289062,382.684936523438,419.804260253906,324.224395751953,254.975204467773,227.073455810547,399.750701904297,356.255096435547,599.135498046875,204.701217651367,200.65397644043,127.586143493652,196.831466674805,217.211517333984,368.29150390625,193.0283203125,242.204559326172,170.156112670898,147.830139160156,250.881134033203,379.806579589844,196.101776123047,83.6632690429688,150.545135498047,172.172729492188,311.3779296875,265.898803710938,218.508483886719,389.221557617188,94.9530792236328,175.288360595703,380.266296386719,190.360092163086,149.965530395508,213.758819580078,55.1176300048828,158.162887573242,288.586761474609,303.929931640625,227.612106323242,223.444473266602,106.17448425293,166.107192993164,282.235778808594,227.237594604492,170.404754638672,133.583831787109,106.813148498535,50.1437835693359,199.683242797852,217.798950195312,181.159896850586,217.232223510742,174.347778320312,127.110664367676,168.719253540039,204.777923583984,194.835266113281,114.009727478027,115.672485351562,138.651657104492,145.723358154297,266.072052001953,267.838226318359,298.988616943359,193.332321166992,115.304100036621,231.279205322266,273.012634277344,123.61213684082,56.4081192016602,74.9019165039062,137.453506469727,252.829452514648,321.093597412109,244.643142700195,395.903472900391,115.703643798828,181.151321411133,199.921234130859,238.820831298828,105.653427124023,136.565780639648,107.291564941406,61.4640464782715,277.470184326172,353.701385498047,302.4130859375,256.421905517578,195.619018554688,225.225448608398,436.878143310547,292.958587646484,147.506774902344,86.4498138427734,140.216995239258,5,"ANTIOQUIA",5021,"ALEJANDRIA","Municipio",6.365534125,-75.09059702
"5",198.276824951172,279.687347412109,283.321746826172,214.617141723633,210.302658081055,350.168792724609,143.757507324219,350.666259765625,288.957397460938,166.522003173828,46.3153762817383,62.5274887084961,232.67626953125,302.210754394531,248.733657836914,213.928512573242,306.67626953125,343.933349609375,233.371963500977,1056.37182617188,246.294891357422,122.149208068848,139.362945556641,82.8239517211914,140.502639770508,194.566284179688,290.498382568359,192.895980834961,236.348266601562,127.413780212402,206.055435180664,234.811264038086,165.801498413086,205.597869873047,128.074234008789,126.071479797363,308.862701416016,431.640960693359,244.449722290039,267.872039794922,189.765487670898,217.754974365234,258.201934814453,409.065521240234,332.311279296875,126.910789489746,75.6847915649414,14.430645942688,312.598754882812,323.498413085938,349.170715332031,270.190490722656,183.740280151367,202.876113891602,326.432861328125,275.191589355469,593.331604003906,170.492752075195,174.565704345703,99.0341720581055,194.197006225586,228.01628112793,248.926940917969,133.121002197266,180.010681152344,139.597793579102,141.205352783203,227.482208251953,319.132904052734,153.000457763672,88.8634262084961,134.874725341797,192.976943969727,273.396514892578,229.217132568359,197.443008422852,266.237121582031,67.4088363647461,161.94905090332,361.218200683594,177.500885009766,135.410598754883,181.941665649414,42.2625999450684,185.254257202148,281.046600341797,231.82878112793,210.347106933594,159.565704345703,81.1565093994141,154.143905639648,266.52880859375,224.351181030273,147.85920715332,128.434417724609,92.0277786254883,52.1625595092773,188.470245361328,184.29377746582,162.664733886719,158.861633300781,131.329544067383,75.2496871948242,174.564849853516,186.747024536133,160.973999023438,91.1083908081055,94.2135467529297,158.177810668945,129.37532043457,219.268569946289,251.061080932617,213.129028320312,155.130294799805,107.121597290039,239.185791015625,241.846618652344,112.637077331543,46.1200485229492,64.5022354125977,165.416397094727,253.455612182617,281.282043457031,222.163391113281,293.564239501953,94.7378997802734,174.252807617188,194.846908569336,211.559204101562,100.372108459473,112.548957824707,85.9483489990234,68.9238128662109,282.53857421875,259.078125,274.654327392578,182.19206237793,162.015167236328,195.391815185547,421.436859130859,256.695129394531,117.747261047363,91.3154754638672,123.736755371094,5,"ANTIOQUIA",5030,"AMAGA","Municipio",6.032921994,-75.7080031
"6",175.587463378906,336.976226806641,385.371215820312,306.408355712891,408.289520263672,387.475982666016,191.37760925293,381.405700683594,322.928314208984,198.478897094727,62.7849082946777,76.7375717163086,232.894592285156,385.076141357422,411.743865966797,265.008056640625,496.593597412109,458.701965332031,241.106689453125,851.275207519531,269.138305664062,183.319458007812,97.7612152099609,98.4342269897461,123.605857849121,263.026733398438,352.920532226562,269.511657714844,357.351287841797,230.991714477539,241.188201904297,362.843414306641,247.239822387695,256.707946777344,130.631484985352,154.217178344727,343.505828857422,541.298645019531,337.724853515625,499.117340087891,343.930725097656,369.355529785156,286.226867675781,423.840911865234,354.992553710938,141.417007446289,60.811092376709,47.158634185791,386.328918457031,505.345336914062,434.607025146484,376.066436767578,301.822509765625,283.163604736328,498.234436035156,416.424713134766,610.141845703125,235.332473754883,148.198455810547,132.359817504883,218.128112792969,259.948425292969,448.304107666016,264.5302734375,292.075653076172,218.539764404297,161.078018188477,297.887359619141,459.898498535156,200.642501831055,51.981876373291,158.551071166992,180.056442260742,393.383178710938,254.395126342773,234.680770874023,474.816619873047,126.158149719238,194.318252563477,401.769927978516,200.817306518555,150.296478271484,168.043960571289,69.7762451171875,154.570037841797,336.754852294922,332.8544921875,266.872924804688,269.368225097656,133.708633422852,177.187850952148,299.605651855469,228.930953979492,175.614349365234,95.6599655151367,109.138313293457,53.587703704834,226.388793945312,199.490600585938,203.632858276367,246.709350585938,235.639984130859,210.165100097656,167.786911010742,228.926544189453,201.427001953125,104.914535522461,108.014129638672,155.967529296875,205.305801391602,259.554382324219,274.561401367188,334.904449462891,252.298583984375,128.027725219727,234.341918945312,301.919067382812,116.04655456543,44.4711608886719,66.4969482421875,152.722412109375,292.131225585938,313.149047851562,309.590301513672,449.56298828125,163.25390625,220.939376831055,217.335678100586,276.338500976562,109.425827026367,109.44896697998,126.792686462402,71.5081329345703,315.904602050781,388.256378173828,330.032653808594,286.805847167969,236.360321044922,264.976684570312,433.156829833984,349.761840820312,164.738311767578,63.466251373291,150.041900634766,5,"ANTIOQUIA",5031,"AMALFI","Municipio",6.977788843,-74.9812393
"7",256.798614501953,295.312957763672,333.450805664062,194.997573852539,189.581451416016,310.750671386719,116.664535522461,332.884582519531,308.268432617188,205.126846313477,61.572940826416,115.193504333496,290.615112304688,321.546905517578,268.346374511719,196.854522705078,279.076171875,295.078308105469,197.896514892578,1036.94641113281,267.709289550781,157.795776367188,209.275268554688,151.755310058594,186.578567504883,199.595962524414,333.647277832031,172.778656005859,211.234085083008,101.79940032959,170.882232666016,205.896408081055,165.742080688477,255.47102355957,174.336456298828,221.921096801758,387.586090087891,453.678527832031,282.664337158203,224.362884521484,161.566101074219,190.323669433594,221.842926025391,394.437805175781,351.985198974609,158.369400024414,109.078811645508,19.9034004211426,396.092102050781,341.735656738281,395.058044433594,239.017013549805,162.500061035156,180.525115966797,265.429077148438,246.389755249023,618.097045898438,211.398193359375,254.245239257812,165.490081787109,252.24755859375,246.223541259766,288.618957519531,115.287338256836,158.476516723633,120.528144836426,115.809478759766,212.916397094727,325.239715576172,187.630615234375,131.226821899414,234.367340087891,244.815338134766,280.354461669922,266.631408691406,173.845321655273,233.965209960938,55.3388366699219,129.817687988281,357.108337402344,184.7705078125,167.776840209961,260.079681396484,71.7945327758789,238.336044311523,300.961456298828,267.672790527344,190.173278808594,138.357955932617,69.9314270019531,129.595718383789,257.313629150391,232.93098449707,186.011703491211,185.999954223633,157.470779418945,65.190559387207,197.310958862305,209.282302856445,142.607208251953,136.759414672852,109.839416503906,61.1117897033691,166.870468139648,191.257354736328,199.414505004883,131.64582824707,158.910446166992,200.021575927734,132.401458740234,252.056701660156,230.08821105957,185.73796081543,131.327819824219,87.2792739868164,234.301940917969,253.571014404297,146.569137573242,64.5308456420898,112.807556152344,214.027145385742,272.192108154297,332.124237060547,188.383926391602,257.026275634766,80.4754180908203,147.023468017578,182.764694213867,225.231048583984,124.956077575684,157.605407714844,146.587600708008,85.6977615356445,298.362243652344,293.866363525391,246.869613647461,161.990524291992,142.633422851562,158.639007568359,394.904174804688,262.34228515625,144.46208190918,135.298385620117,212.678161621094,5,"ANTIOQUIA",5034,"ANDES","Municipio",5.604993248,-75.94128391
"8",189.771224975586,281.021087646484,291.776550292969,214.994552612305,234.040939331055,360.914428710938,144.349655151367,326.885009765625,278.665588378906,178.370376586914,43.1292266845703,69.9331512451172,224.315628051758,300.990600585938,260.028564453125,211.449844360352,344.687408447266,351.166198730469,233.658309936523,995.114074707031,235.732955932617,130.140380859375,128.047576904297,91.823616027832,134.629974365234,195.55534362793,302.892700195312,193.182586669922,265.811706542969,129.507202148438,207.616271972656,218.278121948242,160.306304931641,219.942855834961,117.915977478027,140.098541259766,293.722564697266,431.628112792969,253.651473999023,266.554443359375,215.078567504883,219.1259765625,258.50537109375,380.146240234375,319.636108398438,136.164428710938,69.4154739379883,17.0000610351562,298.698883056641,320.0830078125,367.079528808594,266.914978027344,205.520355224609,204.584701538086,328.324798583984,253.494384765625,575.880554199219,182.641525268555,159.889282226562,110.061470031738,182.33073425293,229.92903137207,256.948059082031,133.675476074219,204.077026367188,141.171585083008,143.179489135742,212.814392089844,306.270904541016,163.199508666992,82.4917297363281,151.018264770508,184.932632446289,273.246459960938,240.286880493164,197.950332641602,299.779510498047,67.6731567382812,163.832534790039,334.019470214844,170.697708129883,146.589401245117,166.837615966797,47.2798538208008,176.518569946289,281.273040771484,241.276901245117,210.537185668945,180.063293457031,81.4423446655273,154.519805908203,246.867614746094,217.710845947266,159.007095336914,118.490409851074,102.352767944336,49.8127021789551,187.649032592773,193.256240844727,163.831359863281,180.862045288086,132.745086669922,75.0566711425781,163.650405883789,179.868438720703,171.857940673828,84.2142181396484,104.133819580078,152.530487060547,129.521362304688,228.070648193359,248.664596557617,240.612319946289,157.481506347656,108.463943481445,222.828598022461,231.938949584961,119.36156463623,42.4941444396973,70.6267623901367,158.847274780273,253.489654541016,293.806518554688,227.171508789062,333.343780517578,96.8996276855469,175.366592407227,181.114044189453,203.016510009766,107.75415802002,103.086517333984,95.8674240112305,67.718147277832,284.551330566406,268.0908203125,273.291778564453,205.655136108398,163.057632446289,197.610321044922,390.748199462891,247.130172729492,126.783782958984,84.7144317626953,137.964736938477,5,"ANTIOQUIA",5036,"ANGELOPOLIS","Municipio",6.121430303,-75.71594966
"9",138.318786621094,267.833343505859,326.982635498047,290.683410644531,331.367645263672,420.903137207031,176.589324951172,355.934387207031,258.123474121094,155.536056518555,66.1662750244141,51.4444808959961,183.024536132812,297.144409179688,343.5732421875,248.509521484375,439.308197021484,440.302825927734,235.879028320312,942.552612304688,207.905395507812,137.587677001953,122.604225158691,65.724006652832,96.768684387207,199.872741699219,319.50390625,252.968551635742,327.087097167969,198.860244750977,236.829803466797,304.034881591797,182.614242553711,199.301956176758,149.959396362305,105.637023925781,250.592010498047,416.578369140625,288.788452148438,432.996307373047,299.651214599609,317.475677490234,284.118194580078,395.949066162109,284.205230712891,113.388565063477,70.9955062866211,27.3215007781982,278.643402099609,360.007995605469,403.726104736328,352.762329101562,269.463745117188,259.195190429688,466.665679931641,342.684143066406,529.466064453125,182.039947509766,177.367904663086,87.5443954467773,156.764343261719,210.528961181641,356.974578857422,231.178085327148,266.042877197266,195.796508789062,164.282104492188,260.21533203125,342.43896484375,152.22233581543,70.5908050537109,113.876991271973,141.516860961914,292.917083740234,240.785720825195,237.371490478516,412.313415527344,108.174537658691,195.263290405273,360.686584472656,159.945053100586,121.970802307129,195.348831176758,43.326057434082,124.840606689453,264.616973876953,281.709197998047,255.761108398438,236.161148071289,115.552696228027,174.398147583008,269.994201660156,192.790466308594,138.144882202148,119.138488769531,75.0025405883789,39.4269142150879,176.407440185547,191.084350585938,201.411849975586,231.220428466797,203.085021972656,163.835723876953,160.756896972656,171.893493652344,156.742172241211,114.552177429199,74.7424621582031,120.556213378906,143.783355712891,237.830139160156,272.063232421875,304.542083740234,225.902053833008,128.010604858398,222.691131591797,232.212112426758,92.0080108642578,51.1751976013184,45.0057525634766,119.120323181152,231.566864013672,300.468627929688,294.487243652344,423.510223388672,144.652679443359,208.110260009766,196.002746582031,210.294006347656,85.7144241333008,123.832954406738,80.6021728515625,56.9651679992676,259.24951171875,323.600921630859,321.757537841797,261.436187744141,215.056594848633,256.084594726562,408.466644287109,260.117980957031,121.0986328125,80.9906539916992,101.991073608398,5,"ANTIOQUIA",5038,"ANGOSTURA","Municipio",6.861498764,-75.358316
"10",190.055450439453,284.886169433594,414.304595947266,388.732513427734,412.008117675781,508.037658691406,183.749298095703,408.398376464844,355.238006591797,175.755508422852,67.7748336791992,60.9881477355957,251.166656494141,333.255035400391,427.357635498047,319.909942626953,495.429168701172,548.192077636719,218.562530517578,872.62841796875,272.403839111328,197.043350219727,102.151062011719,75.8698806762695,139.046737670898,225.864990234375,370.55078125,323.754852294922,357.238250732422,290.907257080078,227.03581237793,360.184143066406,259.349517822266,233.558456420898,136.365600585938,117.417938232422,378.556274414062,445.70361328125,364.750732421875,582.334411621094,347.973754882812,464.753051757812,279.793884277344,432.438018798828,357.319976806641,130.554550170898,62.88623046875,43.0553665161133,442.28466796875,434.919311523438,474.518432617188,463.898681640625,315.387847900391,371.350341796875,482.914825439453,420.381042480469,625.314025878906,235.534057617188,156.81721496582,95.214973449707,235.172348022461,229.017608642578,476.699127197266,329.0791015625,305.572662353516,274.203430175781,154.242828369141,316.616607666016,478.034454345703,177.444610595703,52.5870208740234,125.164131164551,200.052398681641,330.848876953125,270.663055419922,291.592407226562,479.503814697266,159.434860229492,186.764282226562,403.369506835938,200.856414794922,135.072235107422,177.958801269531,55.6328582763672,174.22770690918,282.728546142578,352.464874267578,326.220581054688,270.160400390625,163.820114135742,165.90007019043,300.613098144531,231.822418212891,158.1474609375,101.369209289551,84.6369476318359,57.7093696594238,189.828338623047,204.357421875,247.234649658203,250.515106201172,295.747253417969,198.628662109375,169.069198608398,227.467193603516,193.923980712891,113.373374938965,78.1386260986328,179.568435668945,177.44856262207,284.962280273438,322.508148193359,328.863830566406,322.448791503906,120.997734069824,237.722686767578,297.205413818359,102.843276977539,46.9780082702637,46.9762992858887,176.856170654297,246.9658203125,335.474151611328,384.360321044922,452.247009277344,227.075714111328,212.914199829102,222.443695068359,281.529846191406,103.448570251465,117.832618713379,98.7945709228516,80.3985290527344,270.669067382812,411.662475585938,391.722473144531,278.608856201172,292.520233154297,253.907012939453,430.706848144531,367.047302246094,147.374130249023,68.8497085571289,118.078094482422,5,"ANTIOQUIA",5040,"ANORI","Municipio",7.193110778,-75.10848954
