,PRECIPITATION_dec_15,PRECIPITATION_nov_15,PRECIPITATION_oct_15,PRECIPITATION_sep_15,PRECIPITATION_aug_15,PRECIPITATION_jul_15,PRECIPITATION_jun_15,PRECIPITATION_may_15,PRECIPITATION_apr_15,PRECIPITATION_mar_15,PRECIPITATION_feb_15,PRECIPITATION_jan_15,PRECIPITATION_dec_16,PRECIPITATION_nov_16,PRECIPITATION_oct_16,PRECIPITATION_sep_16,PRECIPITATION_aug_16,PRECIPITATION_jul_16,PRECIPITATION_jun_16,PRECIPITATION_may_16,PRECIPITATION_apr_16,PRECIPITATION_mar_16,PRECIPITATION_feb_16,PRECIPITATION_jan_16,PRECIPITATION_dec_17,PRECIPITATION_nov_17,PRECIPITATION_oct_17,PRECIPITATION_sep_17,PRECIPITATION_aug_17,PRECIPITATION_jul_17,PRECIPITATION_jun_17,PRECIPITATION_may_17,PRECIPITATION_apr_17,PRECIPITATION_mar_17,PRECIPITATION_feb_17,PRECIPITATION_jan_17,PRECIPITATION_dec_18,PRECIPITATION_nov_18,PRECIPITATION_oct_18,PRECIPITATION_sep_18,PRECIPITATION_aug_18,PRECIPITATION_jul_18,PRECIPITATION_jun_18,PRECIPITATION_may_18,PRECIPITATION_apr_18,PRECIPITATION_mar_18,PRECIPITATION_feb_18,PRECIPITATION_jan_18,COD_DPTO,NOM_DPTO,COD_MPIO,NOM_MPIO,TIPO,LATITUD,LONGITUD,PerPAnual_2015,PerPAnual_2016,PerPAnual_2017,PerPAnual_2018
0,49.6360893249512,184.867233276367,213.469482421875,179.24195861816398,176.984466552734,151.203384399414,87.7343063354492,174.196670532227,192.881774902344,189.173370361328,90.6879196166992,101.824607849121,149.539245605469,127.50354766845699,252.005187988281,266.614624023438,235.356658935547,177.19714355468798,118.415252685547,233.860794067383,249.590606689453,126.497833251953,46.29345703125,67.45059204101561,152.662017822266,245.842239379883,318.701873779297,248.888854980469,323.284515380859,109.11679077148399,185.905487060547,192.741973876953,218.512985229492,113.966262817383,111.02529907226601,93.14260864257808,67.5279998779297,276.91455078125,302.15130615234403,294.88861083984403,200.803131103516,180.841247558594,219.43675231933602,418.379302978516,267.799438476562,140.323318481445,86.1315536499023,131.17672729492202,5,ANTIOQUIA,5001,MEDELLIN,Municipio,6.257590259,-75.61103107,1791.9012641906738,2050.3249435424814,2313.790908813477,2586.373939514161
1,50.9670753479004,192.597106933594,188.845352172852,150.582595825195,171.981658935547,137.014389038086,76.4740295410156,180.865524291992,194.81175231933602,205.48805236816398,107.70538330078101,120.499702453613,146.06765747070298,127.82936859130899,229.69459533691398,244.62390136718798,237.421905517578,158.984313964844,104.822425842285,251.460342407227,255.542633056641,147.243591308594,55.9718132019043,84.6878967285156,156.098236083984,251.401458740234,287.642547607422,195.19079589843798,320.111968994141,95.78868865966801,171.597091674805,206.874160766602,220.785079956055,124.197074890137,141.97961425781202,103.853126525879,60.3567390441895,276.05535888671903,274.999481201172,263.65875244140597,202.056365966797,171.043685913086,191.030685424805,456.43212890625,266.998016357422,145.937301635742,107.64460754394501,151.6259765625,5,ANTIOQUIA,5002,ABEJORRAL,Municipio,5.803728154,-75.43847353,1777.8326225280762,2044.350444793703,2275.5198440551767,2567.839099884033
2,40.2052803039551,160.145645141602,199.831024169922,174.773223876953,202.366317749023,138.970291137695,81.92420959472659,165.61100769043,147.087203979492,148.01091003418,70.9405136108398,69.466667175293,135.011978149414,119.878227233887,229.409469604492,240.320388793945,255.991790771484,166.79997253418,122.54533386230499,220.309143066406,194.420257568359,94.2098922729492,34.7664947509766,44.166618347168,135.0673828125,229.41310119628898,298.017059326172,253.821868896484,376.353118896484,106.19718170166,192.193634033203,182.609832763672,173.34831237793,97.0471649169922,76.4820098876953,70.7827682495117,63.5714111328125,257.440795898438,267.168548583984,273.485809326172,216.341445922852,160.006393432617,225.602828979492,374.21267700195295,214.366912841797,111.904190063477,69.3632125854492,98.8480072021484,5,ANTIOQUIA,5004,ABRIAQUI,Municipio,6.627569378,-76.08597756,1599.3322944641113,1857.8295669555657,2191.333435058593,2332.312232971192
3,50.1437835693359,199.683242797852,217.79895019531202,181.15989685058602,217.232223510742,174.34777832031202,127.110664367676,168.719253540039,204.777923583984,194.835266113281,114.009727478027,115.672485351562,138.651657104492,145.72335815429702,266.072052001953,267.838226318359,298.988616943359,193.332321166992,115.304100036621,231.279205322266,273.01263427734403,123.61213684081999,56.408119201660206,74.90191650390621,137.453506469727,252.829452514648,321.093597412109,244.643142700195,395.903472900391,115.703643798828,181.151321411133,199.921234130859,238.820831298828,105.653427124023,136.565780639648,107.29156494140601,61.464046478271506,277.470184326172,353.70138549804705,302.4130859375,256.421905517578,195.61901855468798,225.225448608398,436.87814331054705,292.958587646484,147.506774902344,86.4498138427734,140.216995239258,5,ANTIOQUIA,5021,ALEJANDRIA,Municipio,6.365534125,-75.09059702,1965.4911956787091,2185.1243438720694,2437.030975341795,2776.325389862061
4,52.162559509277294,188.470245361328,184.29377746582,162.664733886719,158.861633300781,131.329544067383,75.2496871948242,174.564849853516,186.747024536133,160.97399902343798,91.10839080810551,94.2135467529297,158.177810668945,129.37532043457,219.26856994628898,251.061080932617,213.12902832031202,155.130294799805,107.121597290039,239.185791015625,241.846618652344,112.63707733154301,46.1200485229492,64.5022354125977,165.416397094727,253.455612182617,281.28204345703097,222.163391113281,293.564239501953,94.7378997802734,174.25280761718798,194.84690856933602,211.55920410156202,100.372108459473,112.54895782470699,85.9483489990234,68.9238128662109,282.53857421875,259.078125,274.654327392578,182.19206237793,162.01516723632798,195.391815185547,421.436859130859,256.69512939453097,117.747261047363,91.3154754638672,123.73675537109399,5,ANTIOQUIA,5030,AMAGA,Municipio,6.032921994,-75.7080031,1660.6399917602546,1937.5554733276358,2190.147918701172,2435.725364685058
5,53.587703704834006,226.38879394531202,199.49060058593798,203.632858276367,246.70935058593798,235.639984130859,210.165100097656,167.786911010742,228.926544189453,201.427001953125,104.914535522461,108.014129638672,155.967529296875,205.305801391602,259.55438232421903,274.561401367188,334.904449462891,252.298583984375,128.027725219727,234.34191894531202,301.919067382812,116.04655456543001,44.471160888671896,66.4969482421875,152.722412109375,292.131225585938,313.149047851562,309.590301513672,449.56298828125,163.25390625,220.939376831055,217.33567810058602,276.338500976562,109.425827026367,109.44896697998001,126.792686462402,71.5081329345703,315.90460205078097,388.25637817382795,330.03265380859403,286.80584716796903,236.360321044922,264.976684570312,433.156829833984,349.761840820312,164.73831176757798,63.466251373290994,150.041900634766,5,ANTIOQUIA,5031,AMALFI,Municipio,6.977788843,-74.9812393,2186.683513641357,2373.895523071291,2740.690917968749,3055.0097541809073
6,65.190559387207,197.310958862305,209.282302856445,142.60720825195298,136.759414672852,109.83941650390601,61.111789703369105,166.870468139648,191.257354736328,199.414505004883,131.64582824707,158.910446166992,200.021575927734,132.401458740234,252.056701660156,230.08821105957,185.73796081543,131.327819824219,87.2792739868164,234.301940917969,253.571014404297,146.569137573242,64.5308456420898,112.80755615234399,214.027145385742,272.192108154297,332.124237060547,188.383926391602,257.026275634766,80.4754180908203,147.02346801757798,182.764694213867,225.231048583984,124.95607757568399,157.605407714844,146.587600708008,85.6977615356445,298.36224365234403,293.866363525391,246.86961364746102,161.990524291992,142.63342285156202,158.639007568359,394.904174804688,262.34228515625,144.46208190918,135.298385620117,212.678161621094,5,ANTIOQUIA,5034,ANDES,Municipio,5.6049932479999995,-75.94128391,1770.2002525329583,2030.693496704101,2328.397407531739,2537.744026184083
7,49.8127021789551,187.649032592773,193.256240844727,163.831359863281,180.86204528808602,132.74508666992202,75.0566711425781,163.650405883789,179.868438720703,171.857940673828,84.21421813964841,104.133819580078,152.53048706054702,129.52136230468798,228.070648193359,248.664596557617,240.61231994628898,157.481506347656,108.46394348144501,222.82859802246102,231.93894958496102,119.36156463623001,42.4941444396973,70.6267623901367,158.847274780273,253.489654541016,293.806518554688,227.17150878906202,333.343780517578,96.89962768554692,175.366592407227,181.114044189453,203.016510009766,107.75415802001999,103.08651733398399,95.86742401123051,67.718147277832,284.55133056640597,268.0908203125,273.291778564453,205.655136108398,163.057632446289,197.610321044922,390.748199462891,247.130172729492,126.78378295898399,84.7144317626953,137.964736938477,5,ANTIOQUIA,5036,ANGELOPOLIS,Municipio,6.1214303029999995,-75.71594966,1686.937961578369,1952.594882965087,2229.7636108398447,2447.3164901733394
8,39.4269142150879,176.407440185547,191.08435058593798,201.41184997558602,231.220428466797,203.085021972656,163.83572387695298,160.756896972656,171.893493652344,156.742172241211,114.552177429199,74.7424621582031,120.55621337890601,143.783355712891,237.830139160156,272.063232421875,304.542083740234,225.902053833008,128.010604858398,222.691131591797,232.212112426758,92.0080108642578,51.175197601318395,45.0057525634766,119.120323181152,231.566864013672,300.468627929688,294.48724365234403,423.51022338867205,144.652679443359,208.110260009766,196.002746582031,210.294006347656,85.7144241333008,123.832954406738,80.6021728515625,56.9651679992676,259.24951171875,323.600921630859,321.757537841797,261.436187744141,215.056594848633,256.084594726562,408.466644287109,260.11798095703097,121.0986328125,80.9906539916992,101.991073608398,5,ANTIOQUIA,5038,ANGOSTURA,Municipio,6.861498763999999,-75.358316,1885.158931732178,2075.7798881530757,2418.362525939941,2666.8155021667462
9,57.7093696594238,189.828338623047,204.357421875,247.234649658203,250.515106201172,295.74725341796903,198.628662109375,169.069198608398,227.467193603516,193.923980712891,113.373374938965,78.1386260986328,179.568435668945,177.44856262207,284.962280273438,322.508148193359,328.86383056640597,322.44879150390597,120.997734069824,237.722686767578,297.205413818359,102.843276977539,46.9780082702637,46.9762992858887,176.856170654297,246.9658203125,335.474151611328,384.36032104492205,452.247009277344,227.075714111328,212.914199829102,222.443695068359,281.52984619140597,103.448570251465,117.832618713379,98.7945709228516,80.3985290527344,270.669067382812,411.662475585938,391.722473144531,278.608856201172,292.520233154297,253.907012939453,430.706848144531,367.047302246094,147.374130249023,68.84970855712889,118.078094482422,5,ANTIOQUIA,5040,ANORI,Municipio,7.193110777999999,-75.10848954,2225.9931755065927,2468.5234680175763,2859.942687988281,3111.5447311401363
