"","TEMPERATURE_dec_07","TEMPERATURE_nov_07","TEMPERATURE_oct_07","TEMPERATURE_sep_07","TEMPERATURE_aug_07","TEMPERATURE_jul_07","TEMPERATURE_jun_07","TEMPERATURE_may_07","TEMPERATURE_apr_07","TEMPERATURE_mar_07","TEMPERATURE_feb_07","TEMPERATURE_jan_07","TEMPERATURE_dec_08","TEMPERATURE_nov_08","TEMPERATURE_oct_08","TEMPERATURE_sep_08","TEMPERATURE_aug_08","TEMPERATURE_jul_08","TEMPERATURE_jun_08","TEMPERATURE_may_08","TEMPERATURE_apr_08","TEMPERATURE_mar_08","TEMPERATURE_feb_08","TEMPERATURE_jan_08","TEMPERATURE_dec_09","TEMPERATURE_nov_09","TEMPERATURE_oct_09","TEMPERATURE_sep_09","TEMPERATURE_aug_09","TEMPERATURE_jul_09","TEMPERATURE_jun_09","TEMPERATURE_may_09","TEMPERATURE_apr_09","TEMPERATURE_mar_09","TEMPERATURE_feb_09","TEMPERATURE_jan_09","TEMPERATURE_dec_10","TEMPERATURE_nov_10","TEMPERATURE_oct_10","TEMPERATURE_sep_10","TEMPERATURE_aug_10","TEMPERATURE_jul_10","TEMPERATURE_jun_10","TEMPERATURE_may_10","TEMPERATURE_apr_10","TEMPERATURE_mar_10","TEMPERATURE_feb_10","TEMPERATURE_jan_10","TEMPERATURE_dec_11","TEMPERATURE_nov_11","TEMPERATURE_oct_11","TEMPERATURE_sep_11","TEMPERATURE_aug_11","TEMPERATURE_jul_11","TEMPERATURE_jun_11","TEMPERATURE_may_11","TEMPERATURE_apr_11","TEMPERATURE_mar_11","TEMPERATURE_feb_11","TEMPERATURE_jan_11","TEMPERATURE_dec_12","TEMPERATURE_nov_12","TEMPERATURE_oct_12","TEMPERATURE_sep_12","TEMPERATURE_aug_12","TEMPERATURE_jul_12","TEMPERATURE_jun_12","TEMPERATURE_may_12","TEMPERATURE_apr_12","TEMPERATURE_mar_12","TEMPERATURE_feb_12","TEMPERATURE_jan_12","TEMPERATURE_dec_13","TEMPERATURE_nov_13","TEMPERATURE_oct_13","TEMPERATURE_sep_13","TEMPERATURE_aug_13","TEMPERATURE_jul_13","TEMPERATURE_jun_13","TEMPERATURE_may_13","TEMPERATURE_apr_13","TEMPERATURE_mar_13","TEMPERATURE_feb_13","TEMPERATURE_jan_13","TEMPERATURE_dec_14","TEMPERATURE_nov_14","TEMPERATURE_oct_14","TEMPERATURE_sep_14","TEMPERATURE_aug_14","TEMPERATURE_jul_14","TEMPERATURE_jun_14","TEMPERATURE_may_14","TEMPERATURE_apr_14","TEMPERATURE_mar_14","TEMPERATURE_feb_14","TEMPERATURE_jan_14","TEMPERATURE_dec_15","TEMPERATURE_nov_15","TEMPERATURE_oct_15","TEMPERATURE_sep_15","TEMPERATURE_aug_15","TEMPERATURE_jul_15","TEMPERATURE_jun_15","TEMPERATURE_may_15","TEMPERATURE_apr_15","TEMPERATURE_mar_15","TEMPERATURE_feb_15","TEMPERATURE_jan_15","TEMPERATURE_dec_16","TEMPERATURE_nov_16","TEMPERATURE_oct_16","TEMPERATURE_sep_16","TEMPERATURE_aug_16","TEMPERATURE_jul_16","TEMPERATURE_jun_16","TEMPERATURE_may_16","TEMPERATURE_apr_16","TEMPERATURE_mar_16","TEMPERATURE_feb_16","TEMPERATURE_jan_16","TEMPERATURE_dec_17","TEMPERATURE_nov_17","TEMPERATURE_oct_17","TEMPERATURE_sep_17","TEMPERATURE_aug_17","TEMPERATURE_jul_17","TEMPERATURE_jun_17","TEMPERATURE_may_17","TEMPERATURE_apr_17","TEMPERATURE_mar_17","TEMPERATURE_feb_17","TEMPERATURE_jan_17","TEMPERATURE_dec_18","TEMPERATURE_nov_18","TEMPERATURE_oct_18","TEMPERATURE_sep_18","TEMPERATURE_aug_18","TEMPERATURE_jul_18","TEMPERATURE_jun_18","TEMPERATURE_may_18","TEMPERATURE_apr_18","TEMPERATURE_mar_18","TEMPERATURE_feb_18","TEMPERATURE_jan_18","COD_DPTO","NOM_DPTO","COD_MPIO","NOM_MPIO","TIPO","LATITUD","LONGITUD"
"1",20.2003288269043,20.16526222229,19.9544062614441,20.7055358886719,20.8663940429688,21.6869783401489,21.2431755065918,21.3225221633911,21.2370319366455,21.425910949707,20.9829254150391,21.0092830657959,19.9250683784485,20.0206441879272,20.0544066429138,20.8001532554626,20.8694314956665,21.0548596382141,20.9637484550476,20.7225208282471,21.0343399047852,20.8684458732605,20.7153906822205,20.5455689430237,21.6294956207275,21.3006792068481,21.0984172821045,21.8480701446533,21.9327993392944,21.6736097335815,21.1798071861267,21.1570706367493,21.0676741600037,20.278254032135,20.5299735069275,20.5160541534424,20.3009362220764,19.8367033004761,20.5556216239929,20.7126531600952,21.46821641922,21.303644657135,21.4643564224243,21.8275566101074,22.0649833679199,23.0559453964233,22.0087933540344,21.957200050354,20.7363538742065,20.4542374610901,20.2005000114441,21.2447719573975,21.7988586425781,21.5828113555908,21.4283323287964,21.2564630508423,20.8045663833618,20.644660949707,20.9245920181274,20.8931384086609,21.1544952392578,20.7191681861877,20.9219417572021,21.6314029693604,21.7655258178711,22.0857629776001,21.7598419189453,21.537712097168,20.9953641891479,21.2722644805908,20.8284120559692,21.2887105941772,20.9015445709229,20.7673463821411,21.0636076927185,21.3465943336487,21.6003341674805,21.983678817749,21.7752933502197,21.401948928833,22.0227088928223,22.172872543335,21.4290189743042,21.5749959945679,21.3217697143555,21.0688219070435,20.988000869751,21.6293201446533,22.0667409896851,22.6375856399536,22.0604496002197,21.4379730224609,22.0903310775757,21.9053373336792,21.5114841461182,21.4782938957214,22.0834007263184,21.2006788253784,21.5502395629883,22.1257610321045,22.6625738143921,22.4197034835815,21.9910926818848,21.9558544158936,21.8897228240967,21.7053375244141,21.9608764648438,21.5782942771912,20.9663887023926,20.7652626037598,21.3013687133789,21.6453790664673,22.6003351211548,22.1717872619629,22.1604499816895,22.2025566101074,22.4543056488037,22.0109806060791,22.6933422088623,22.3547697067261,20.836353302002,20.9360957145691,21.0552749633789,21.8480701446533,21.2206473350525,22.1515617370605,21.4643564224243,21.5746049880981,21.9263544082642,21.156813621521,21.2567105293274,20.7753419876099,20.9363527297974,20.8867034912109,20.7484164237976,21.3472018241882,21.7194323539734,21.9521684646606,21.4571514129639,21.0373649597168,21.1242713928223,21.7261714935303,21.18084192276,20.9797692298889,5,"ANTIOQUIA",5001,"MEDELLIN","Municipio",6.257590259,-75.61103107
"2",15.8756818771362,15.9321088790894,15.5583748817444,16.3181238174438,16.1549482345581,16.7383017539978,16.7448854446411,16.7642178535461,16.5922656059265,16.8535780906677,16.5456609725952,16.5668177604675,15.6233382225037,15.8039841651917,15.7021245956421,16.4181246757507,16.1768226623535,16.1359581947327,16.443323135376,16.1806254386902,16.3813281059265,16.3363914489746,16.0894112586975,16.0636920928955,17.3327136039734,17.0782027244568,16.752124786377,17.4298434257507,17.290885925293,16.7508015632629,16.6964483261108,16.5665626525879,16.4711718559265,15.6434216499329,15.9206604957581,16.0668172836304,15.9209952354431,15.6078906059265,16.2021245956421,16.3110933303833,16.7330727577209,16.3695516586304,16.9870734214783,17.2915625572205,17.4235162734985,18.5652966499329,17.3948802947998,17.4730677604675,16.4381818771362,16.2391409873962,15.8247804641724,16.9173426628113,17.1283855438232,16.7258014678955,16.9409794807434,16.6829686164856,16.1461720466614,15.9973278045654,16.3261299133301,16.408224105835,16.8584952354431,16.5969533920288,16.5560312271118,17.2423429489136,17.0822916030884,17.1711139678955,17.3472294807434,16.9790620803833,16.2547659873962,16.7637343406677,16.2808170318604,16.8191609382629,16.6522445678711,16.5157032012939,16.6677498817444,16.9571871757507,16.9393224716187,17.0711145401001,17.3237915039062,16.7946872711182,17.4047656059265,17.56529712677,16.8151922225952,17.1425986289978,17.0233387947083,16.8867969512939,16.6099376678467,17.2587494850159,17.2893223762512,17.7758016586304,17.630823135376,16.8845314979553,17.4696102142334,17.2676401138306,16.9386296272278,17.0152544975281,17.8319320678711,17.0055470466614,17.2021245956421,17.7696866989136,17.9822916984558,17.5445513725281,17.5987915992737,17.3665618896484,17.2696094512939,17.1660785675049,17.3448801040649,17.1425986289978,16.6459951400757,16.5594530105591,16.9247808456421,17.262656211853,17.8846354484558,17.3109579086304,17.6487913131714,17.6931247711182,17.7961721420288,17.4113903045654,18.0745668411255,17.9168171882629,16.5217757225037,16.6914844512939,16.7021250724792,17.4571871757507,16.5268230438232,17.2633023262024,16.9433226585388,16.9978127479553,17.1571102142334,16.577796459198,16.6448802947998,16.2605676651001,16.6272449493408,16.6742968559265,16.4950942993164,17.0118746757507,17.1033849716187,17.0633020401001,17.036292552948,16.4954681396484,16.4719529151917,17.1699843406677,16.5870676040649,16.4550981521606,5,"ANTIOQUIA",5002,"ABEJORRAL","Municipio",5.803728154,-75.43847353
"3",16.3938751220703,16.418080329895,16.1424431800842,16.7531127929688,16.7175807952881,17.5577402114868,17.357063293457,17.4614143371582,17.463490486145,17.4442367553711,16.9405641555786,16.9883322715759,16.1908373832703,16.3699893951416,16.2424445152283,16.8574533462524,16.6547336578369,16.9827408790588,17.0394415855408,16.8186192512512,17.2793750762939,16.8944101333618,16.6394357681274,16.5070819854736,17.7938747406006,17.5680794715881,17.2613677978516,17.8678708076477,17.7047328948975,17.5931572914124,17.2436094284058,17.2364134788513,17.2617540359497,16.3881607055664,16.4674739837646,16.6655893325806,16.4230418205261,16.1534972190857,16.7498230934143,16.7178702354431,17.1838998794556,17.2327408790588,17.5394420623779,17.9886713027954,18.4024658203125,19.1339936256409,17.9924740791321,17.8839921951294,16.8302464485168,16.7337918281555,16.3729128837585,17.2837562561035,17.5308618545532,17.4901194572449,17.5174803733826,17.3364133834839,17.0867538452148,16.7254862785339,16.8363971710205,16.9199295043945,17.2961320877075,17.0002846717834,17.1229124069214,17.7117938995361,17.53520154953,18.0132088661194,17.8759875297546,17.633376121521,17.2596707344055,17.3290462493896,16.7636547088623,17.2498779296875,17.0864963531494,17.1417784690857,17.239405632019,17.3917417526245,17.4338998794556,17.9016647338867,17.9436092376709,17.5082020759583,18.3024654388428,18.2423272132874,17.3710336685181,17.5614228248596,17.5010800361633,17.3972463607788,17.1564197540283,17.6928701400757,17.8077716827393,18.5711946487427,18.140570640564,17.565580368042,18.3043756484985,17.9411988258362,17.475980758667,17.529043674469,18.1645355224609,17.4828372001648,17.6558985710144,18.0856657028198,18.4401507377625,18.2808308601379,18.0601015090942,18.0570735931396,18.0763378143311,17.741199016571,17.8551487922668,17.572968006134,17.0845866203308,17.0741567611694,17.456419467926,17.6763772964478,18.3424067497253,18.1132092475891,18.268609046936,18.3436193466187,18.6189589500427,18.1339936256409,18.4905643463135,18.2760066986084,16.9804201126099,17.1974201202393,17.2333292961121,17.7970371246338,17.0047330856323,18.0284008979797,17.5394415855408,17.6595039367676,18.1824135780334,17.2175006866455,17.1394357681274,16.7572555541992,17.0804195404053,17.2315349578857,16.9113674163818,17.3563251495361,17.5121116638184,17.8431568145752,17.5290250778198,17.2216567993164,17.3782472610474,17.8339939117432,17.157057762146,17.0199294090271,5,"ANTIOQUIA",5004,"ABRIAQUI","Municipio",6.627569378,-76.08597756
"4",19.881326675415,20.0189709663391,19.8552122116089,20.4992661476135,20.6349992752075,21.3334503173828,21.1147375106812,21.3312406539917,21.1138544082642,21.210391998291,20.6726241111755,20.6067066192627,19.5723857879639,19.7793874740601,19.9582509994507,20.694926738739,20.5819616317749,20.7962980270386,20.8025846481323,20.7051134109497,21.015157699585,20.7134294509888,20.3580412864685,20.1078352928162,21.3667430877686,21.1159324645996,21.0789098739624,21.7229642868042,21.6380376815796,21.3127913475037,21.0671682357788,21.1386203765869,21.0047407150269,20.0414681434631,20.2141170501709,20.1023659706116,19.97412109375,19.6524772644043,20.5021743774414,20.6229643821716,21.1380376815796,21.0023741722107,21.3306226730347,21.8270750045776,21.8840799331665,22.8999757766724,21.7766170501709,21.5317068099976,20.3826284408569,20.2793874740601,20.1747436523438,21.208381652832,21.5465459823608,21.3523740768433,21.2910394668579,21.1905288696289,20.7077789306641,20.341468334198,20.7006630897522,20.5358729362488,20.8576288223267,20.639196395874,20.8467063903809,21.587721824646,21.5539236068726,21.8493356704712,21.6836614608765,21.5333251953125,20.9310426712036,21.1175966262817,20.5787010192871,20.9273662567139,20.5960836410522,20.6148042678833,21.0862884521484,21.2229642868042,21.3380374908447,21.7334508895874,21.7116994857788,21.4227352142334,21.9797391891479,22.0280122756958,21.2006616592407,21.1930780410767,20.9356660842896,20.9148035049438,20.9582509994507,21.5742664337158,21.746545791626,22.3169574737549,22.0056228637695,21.4331512451172,21.9975357055664,21.7134294509888,21.2506628036499,21.115213394165,21.7472114562988,21.0159330368042,21.4319486618042,22.0437984466553,22.4308338165283,22.1493358612061,21.8689041137695,21.9269018173218,21.7871189117432,21.5134296417236,21.6787014007568,21.2152137756348,20.6782884597778,20.6043872833252,21.2643270492554,21.6157598495483,22.3465452194214,21.9243354797363,22.1056232452393,22.2216062545776,22.3840799331665,21.7060508728027,22.3902463912964,22.0358734130859,20.4801979064941,20.7074255943298,20.9362888336182,21.7229642868042,20.9698090553284,21.8419580459595,21.3421678543091,21.5740365982056,21.7964067459106,20.9895582199097,20.9669828414917,20.418251991272,20.5741214752197,20.6878938674927,20.7258720397949,21.2303419113159,21.4258861541748,21.6523742675781,21.3774108886719,21.0257720947266,20.985990524292,21.4895582199097,20.862208366394,20.6067066192627,5,"ANTIOQUIA",5021,"ALEJANDRIA","Municipio",6.365534125,-75.09059702
"5",19.9334077835083,19.881884098053,19.7065968513489,20.4077086448669,20.4477601051331,21.281822681427,20.9007120132446,21.1745185852051,21.1440191268921,21.3282613754272,20.8516507148743,20.8148698806763,19.7138767242432,19.7516760826111,19.8295125961304,20.4535412788391,20.4675512313843,20.6581239700317,20.6210236549377,20.5945701599121,20.907039642334,20.7641997337341,20.5037331581116,20.3013277053833,21.4003343582153,21.0284986495972,20.8253464698792,21.5178642272949,21.5639057159424,21.2984886169434,20.8845663070679,20.998215675354,20.9765720367432,20.1352925300598,20.3099837303162,20.3148694038391,20.0276789665222,19.555061340332,20.3295125961304,20.3741145133972,21.0446352958679,20.888072013855,21.1439409255981,21.6773824691772,22.0044364929199,23.0009183883667,21.7868070602417,21.7419528961182,20.5000743865967,20.1613111495972,19.9224824905396,20.9095311164856,21.3972387313843,21.1734890937805,21.0973262786865,21.1182689666748,20.6974048614502,20.542845249176,20.6930565834045,20.6515889167786,20.923511505127,20.4805817604065,20.6828985214233,21.2803640365601,21.350625038147,21.6677598953247,21.4327440261841,21.3607158660889,20.8481855392456,21.1670637130737,20.5987863540649,21.0344009399414,20.6964287757874,20.4618320465088,20.7930550575256,21.0207290649414,21.1800518035889,21.5677599906921,21.4332637786865,21.2284250259399,21.9065198898315,22.0384178161621,21.210244178772,21.3338804244995,21.1138763427734,20.7876129150391,20.7362842559814,21.300416469574,21.6217184066772,22.2776556015015,21.7126913070679,21.2979555130005,21.9968843460083,21.7621154785156,21.3097238540649,21.2310152053833,21.8729906082153,20.9313640594482,21.3295125961304,21.7832288742065,22.2506246566772,22.0172386169434,21.7165975570679,21.7982168197632,21.7968845367432,21.5907611846924,21.7368068695068,21.3338804244995,20.7068452835083,20.484748840332,21.022481918335,21.3038024902344,22.1743230819702,21.7872915267944,21.8040971755981,22.0570697784424,22.3474054336548,21.9391994476318,22.4633693695068,22.1107025146484,20.5800218582153,20.6350088119507,20.8295130729675,21.5207290649414,20.8175520896912,21.7609891891479,21.1210241317749,21.404465675354,21.7718839645386,21.0550851821899,21.0368065834045,20.5252866744995,20.7172617912292,20.6251125335693,20.5584197044373,21.0264582633972,21.3805727958679,21.5609884262085,21.1499309539795,20.8807687759399,21.0205821990967,21.6483144760132,20.9800353050232,20.6880464553833,5,"ANTIOQUIA",5030,"AMAGA","Municipio",6.032921994,-75.7080031
"6",20.8421010971069,20.888090133667,20.695219039917,21.347957611084,21.4241714477539,22.4112596511841,22.0106515884399,22.3062791824341,22.2230730056763,22.2402925491333,21.5363311767578,21.5201263427734,20.622917175293,20.7339239120483,20.7974758148193,21.5043802261353,21.4264287948608,21.8883438110352,21.7188987731934,21.6228590011597,22.0708160400391,21.6527051925659,21.2111577987671,20.9806299209595,22.260591506958,21.9734201431274,21.8745594024658,22.4919681549072,22.472261428833,22.4551839828491,22.0188980102539,22.1081895828247,22.0561456680298,21.113208770752,21.1239175796509,21.0558032989502,20.9541673660278,20.5294961929321,21.4098892211914,21.4043807983398,21.9722604751587,22.1051836013794,22.2753219604492,22.7957763671875,22.968560218811,23.879789352417,22.5698385238647,22.4054555892944,21.268837928772,21.1756772994995,21.0098896026611,21.9897108078003,22.3117580413818,22.4341764450073,22.1749753952026,22.1186923980713,21.7479000091553,21.4132089614868,21.5258283615112,21.3806295394897,21.7940111160278,21.5629167556763,21.7223024368286,22.3897104263306,22.3470878601074,22.8946800231934,22.5730648040771,22.4788484573364,22.0708160400391,22.0861263275146,21.4235706329346,21.7972087860107,21.5688371658325,21.4775867462158,21.8974761962891,22.0043802261353,22.1388416290283,22.7740201950073,22.5730648040771,22.3081893920898,23.0603122711182,22.9797887802124,22.0363321304321,22.0223836898804,21.856424331665,21.789999961853,21.7974767684937,22.360369682312,22.5241718292236,23.3740196228027,22.8772306442261,22.345775604248,23.1246356964111,22.6422023773193,22.1092481613159,21.9825391769409,22.6583337783813,21.8610076904297,22.2516422271729,22.7811164855957,23.1888418197632,23.1822671890259,22.6919021606445,22.8980331420898,22.8708162307739,22.4422025680542,22.5092477798462,22.0825395584106,21.5835075378418,21.4610061645508,22.072301864624,22.4002141952515,23.124171257019,23.009349822998,23.000147819519,23.1457757949829,23.4561462402344,22.6402921676636,23.2092475891113,22.8347959518433,21.471095085144,21.565173625946,21.7723026275635,22.4919681549072,21.8719148635864,22.882266998291,22.2772312164307,22.5186929702759,22.9708166122437,21.9402923583984,21.7904977798462,21.307713508606,21.4710941314697,21.5505037307739,21.4974756240845,22.0148839950562,22.2346744537354,22.7093505859375,22.1772317886353,21.9104452133179,22.1332302093506,22.4402923583984,21.721661567688,21.5077133178711,5,"ANTIOQUIA",5031,"AMALFI","Municipio",6.977788843,-74.9812393
"7",16.3590779304504,16.3109979629517,15.9965314865112,16.7938385009766,16.5011558532715,17.1517882347107,17.0350770950317,17.1998176574707,17.0638036727905,17.2637414932251,16.9769148826599,17.0308485031128,16.1944947242737,16.2208943367004,16.1749167442322,16.7805571556091,16.4495935440063,16.5924124717712,16.7309098243713,16.5698699951172,16.8320331573486,16.7694697380066,16.5873312950134,16.474338054657,17.8734011650085,17.5378212928772,17.1394996643066,17.8805565834045,17.6735520362854,17.2762675285339,17.09601354599,17.0130996704102,16.9695324897766,16.0603551864624,16.3831648826599,16.5561089515686,16.4494423866272,16.0779252052307,16.6603331565857,16.7529525756836,17.0553226470947,16.8075175285339,17.2215352058411,17.7076301574707,18.0013036727905,19.0082721710205,17.8964462280273,17.9144420623779,16.9403281211853,16.6021437644958,16.1691870689392,17.2883696556091,17.4100103378296,17.1299133300781,17.2829933166504,17.1388802528381,16.6682300567627,16.5236372947693,16.7868099212646,16.8094940185547,17.3145470619202,16.936779499054,16.9970526695251,17.6438384056091,17.3824062347412,17.6020488739014,17.5759620666504,17.3219528198242,16.8307309150696,17.1694707870483,16.6680612564087,17.1686086654663,17.1611618995667,17.004487991333,17.0874171257019,17.4787335395813,17.1956872940063,17.5020484924316,17.571795463562,17.174036026001,17.8809909820557,17.9353551864624,17.3112893104553,17.497775554657,17.5825152397156,17.2813105583191,17.1027822494507,17.6847233772278,17.6290197372437,18.2465801239014,17.9095559120178,17.3602347373962,17.9138031005859,17.6983766555786,17.405300617218,17.4321503639221,18.3603796958923,17.4542279243469,17.604603767395,18.1899313926697,18.2956871986389,18.0077781677246,17.9551286697388,17.8779425621033,17.7320327758789,17.564001083374,17.8089466094971,17.5443906784058,17.1494431495667,16.9563102722168,17.2874164581299,17.6381087303162,18.1956877708435,17.7332983016968,18.0053887367249,18.1130986213684,18.2372407913208,17.9694700241089,18.5326433181763,18.3014211654663,16.9957962036133,17.0563101768494,17.1374168395996,17.8659729957581,16.8735513687134,17.6832985877991,17.249659538269,17.4130992889404,17.6841154098511,17.056188583374,17.1131134033203,16.735276222229,17.1957969665527,17.1263632774353,16.974916934967,17.3659729957581,17.4285001754761,17.5207986831665,17.3418469429016,16.9688277244568,16.9549498558044,17.669469833374,17.1055598258972,16.838921546936,5,"ANTIOQUIA",5034,"ANDES","Municipio",5.604993248,-75.94128391
"8",19.254846572876,19.2407875061035,19.0031051635742,19.7277173995972,19.7330088615417,20.5717883110046,20.1987800598145,20.3351411819458,20.310996055603,20.5271778106689,20.0922064781189,20.095986366272,19.0292391777039,19.1223850250244,19.1176881790161,19.7693843841553,19.7646064758301,19.937846660614,19.9312434196472,19.7491164207458,20.066029548645,19.9467959403992,19.7817888259888,19.6025838851929,20.6997256278992,20.3893113136292,20.1093554496765,20.8321442604065,20.8446402549744,20.5842885971069,20.1746473312378,20.1690821647644,20.1291379928589,19.3486189842224,19.583872795105,19.5959868431091,19.3536314964294,18.9238610267639,19.6176881790161,19.6842279434204,20.3500227928162,20.1738719940186,20.4458274841309,20.8357486724854,21.1714115142822,22.1732721328735,21.050799369812,21.0314025878906,19.8173470497131,19.5259432792664,19.2087478637695,20.2029781341553,20.682140827179,20.4426217079163,20.3973031044006,20.2830581665039,19.8624706268311,19.7584280967712,19.9528822898865,19.9349627494812,20.2327976226807,19.8205618858337,19.9691643714905,20.586311340332,20.6336159706116,20.9414067268372,20.7160530090332,20.523247718811,20.0318279266357,20.3474035263062,19.8540987968445,20.3215937614441,19.9973816871643,19.8268117904663,20.073591709137,20.332751750946,20.4687724113464,20.8414063453674,20.7169218063354,20.3874840736389,21.0651617050171,21.2316045761108,20.4662504196167,20.620726108551,20.429238319397,20.1420030593872,20.0206408500671,20.6002864837646,20.9354391098022,21.5509548187256,21.0020771026611,20.4505915641785,21.1616024971008,20.9655451774597,20.5653829574585,20.5201182365417,21.1819295883179,20.2899198532104,20.6176886558533,21.0869188308716,21.533616065979,21.2905387878418,20.9919214248657,20.9690809249878,20.9616031646729,20.7813444137573,21.0007991790771,20.620726108551,20.0202984809875,19.8413963317871,20.3087472915649,20.6017627716064,21.4675569534302,21.0545139312744,21.1002540588379,21.2032823562622,21.5124702453613,21.1384625434875,21.7353487014771,21.3876523971558,19.9033713340759,20.0098848342896,20.1176886558533,20.832751750946,20.1146059036255,21.0384540557861,20.4312443733215,20.5711650848389,20.9657697677612,20.2441048622131,20.3007998466492,19.8189029693604,20.0307140350342,19.9878363609314,19.8158664703369,20.3339672088623,20.6571402549744,20.838454246521,20.4294214248657,20.037223815918,20.1955432891846,20.8411540985107,20.2478475570679,19.9915590286255,5,"ANTIOQUIA",5036,"ANGELOPOLIS","Municipio",6.121430303,-75.71594966
"9",17.3223166465759,17.3856692314148,17.3262500762939,17.7239727973938,17.7272720336914,18.5699558258057,18.3683815002441,18.8864593505859,18.8483247756958,18.8231134414673,18.0234799385071,18.0517282485962,17.1536521911621,17.2125787734985,17.4284205436707,17.8596496582031,17.7107796669006,18.0722126960754,18.1079649925232,18.2595500946045,18.7588286399841,18.2566208839417,17.7069869041443,17.5412254333496,18.7663269042969,18.4939155578613,18.4740805625916,18.8596496582031,18.7376899719238,18.6282024383545,18.3705520629883,18.7073802947998,18.7274918556213,17.6665163040161,17.565233707428,17.5846276283264,17.4432368278503,17.0295929908752,18.0075869560242,17.7535734176636,18.2437653541565,18.2782015800476,18.6393022537231,19.4386305809021,19.7213282585144,20.4605269432068,18.9778203964233,18.949559211731,17.8349895477295,17.7065029144287,17.6284203529358,18.3535737991333,18.621196269989,18.5930452346802,18.5771489143372,18.7634558677673,18.4379076957703,17.958270072937,17.9904932975769,17.949471950531,18.3432369232178,18.0857563018799,18.3344969749451,18.7827401161194,18.6607794761658,19.1095385551453,18.9540586471558,19.1387166976929,18.779661655426,18.6643466949463,17.8860664367676,18.3121457099915,18.0810832977295,18.0191760063171,18.5075874328613,18.3514041900635,18.4272727966309,18.963879108429,18.9601354598999,18.9303841590881,19.7379078865051,19.5791893005371,18.5234799385071,18.5473022460938,18.4036521911621,18.3295927047729,18.4366669654846,18.7388162612915,18.8211965560913,19.5638790130615,19.2771492004395,18.9782133102417,19.7945055961609,19.2648668289185,18.5734806060791,18.5643157958984,19.168496131897,18.3960866928101,18.8284206390381,19.1536602973938,19.5234541893005,19.4095392227173,19.0518884658813,19.4447059631348,19.5692448616028,19.0648670196533,18.9838967323303,18.664315700531,18.0975761413574,17.9856691360474,18.6949138641357,18.7931575775146,19.4272723197937,19.2117085456848,19.383225440979,19.7677965164185,20.1631684303284,19.2643461227417,19.6734800338745,19.4038987159729,17.9514832496643,18.0960865020752,18.3949136734009,18.855309009552,18.1442861557007,19.0699553489685,18.6353960037231,19.167797088623,19.6631684303284,18.5417771339417,18.1838960647583,17.8517293930054,18.0349888801575,18.0878396034241,18.126250743866,18.3931565284729,18.5607795715332,18.9034624099731,18.5540590286255,18.5386300086975,18.8153386116028,19.0478534698486,18.1838970184326,18.0808091163635,5,"ANTIOQUIA",5038,"ANGOSTURA","Municipio",6.861498764,-75.358316
"10",21.6940860748291,21.6533985137939,21.4475374221802,21.968544960022,21.9770393371582,22.8781366348267,22.6002683639526,22.9571895599365,22.9411144256592,23.0390386581421,22.2873401641846,22.3337335586548,21.505805015564,21.5408992767334,21.5365991592407,22.078441619873,21.966103553772,22.3260526657104,22.3338623046875,22.2241182327271,22.7853860855103,22.4434661865234,21.9545278549194,21.8147239685059,23.0427846908569,22.7515754699707,22.6011829376221,23.0656805038452,23.0536031723022,22.9755334854126,22.6421947479248,22.7306280136108,22.791895866394,21.9411211013794,21.8829135894775,21.9058694839478,21.7912216186523,21.2541799545288,22.1493606567383,21.9784412384033,22.5536031723022,22.6255331039429,22.8437576293945,23.4178686141968,23.6963233947754,24.6580486297607,23.2701530456543,23.2319107055664,22.0763778686523,21.9406385421753,21.7493600845337,22.5766181945801,22.8642807006836,22.9135541915894,22.7281332015991,22.7532844543457,22.449969291687,22.2411212921143,22.2563505172729,22.2147235870361,22.6091899871826,22.3122529983521,22.4621210098267,22.9682855606079,22.9124565124512,23.3862104415894,23.1546945571899,23.1186485290527,22.7853860855103,22.9265384674072,22.1756210327148,22.5983171463013,22.384711265564,22.2140760421753,22.6366004943848,22.578441619873,22.6788625717163,23.2398557662964,23.1546955108643,22.930627822876,23.7627296447754,23.7580490112305,22.7873411178589,22.831130027771,22.671950340271,22.5268354415894,22.5365991592407,22.9729719161987,23.0770406723022,23.8398551940918,23.4171943664551,22.9678678512573,23.7989282608032,23.4124755859375,22.8810901641846,22.788161277771,23.4537210464478,22.6388158798218,22.9657669067383,23.3190660476685,23.7121963500977,23.6734495162964,23.2273502349854,23.5235967636108,23.5853862762451,23.2124757766724,23.2810897827148,22.8881616592407,22.3865337371826,22.2388153076172,22.8121213912964,22.9992742538452,23.6770401000977,23.4880323410034,23.5609445571899,23.7678680419922,24.1835632324219,23.4390382766724,23.9810905456543,23.6272230148315,22.2821073532104,22.3096494674683,22.5121212005615,23.0656805038452,22.4379777908325,23.3817825317383,22.8255281448364,23.1532850265503,23.6853866577148,22.7390384674072,22.5248403549194,22.1209735870361,22.2654399871826,22.307825088501,22.2365999221802,22.6010971069336,22.7996969223022,23.1880321502686,22.7255277633667,22.5196914672852,22.8481464385986,23.2390384674072,22.4938507080078,22.3209733963013,5,"ANTIOQUIA",5040,"ANORI","Municipio",7.193110778,-75.10848954
